bill_id,customer_name,city,state,product_category,quantity,total_amount,cost_amount,profit_amount,margin_pct,payment_method,store_type,visit_date
2432,Rajesh Agarwal,Dehradun,Uttarakhand,Electronics,1,10860,9807,1053,0.097,Credit Card,Mall Store,22-01-2025
2120,Swati Saxena,Noida,Uttar Pradesh,Grocery,4,303,262,41,0.134,Debit Card,Local Store,28-02-2025
2379,Meera Verma,Satara,Maharashtra,Grocery,10,510,443,67,0.132,UPI,Mall Store,31-03-2025
1093,Priya Mehta,Panchkula,Haryana,Grocery,5,247,213,34,0.138,UPI,Mall Store,25-03-2025
1382,Pooja Nair,Hisar,Haryana,Grocery,6,306,269,37,0.12,Cash,Mall Store,09-01-2025
1115,Naveen Kapoor,Faridabad,Haryana,Stationery,7,463,393,70,0.152,UPI,Mall Store,26-03-2025
2150,Swati Rao,Noida,Uttar Pradesh,Grocery,9,426,359,67,0.158,UPI,Mall Store,17-01-2025
2093,Priya Gupta,Kolkata,West Bengal,Grocery,3,213,179,34,0.161,Cash,Supermarket,31-01-2025
1255,Priya Reddy,Agra,Uttar Pradesh,Grocery,3,112,97,15,0.136,UPI,Mall Store,28-03-2025
1430,Divya Verma,Nashik,Maharashtra,Stationery,7,244,189,55,0.227,Debit Card,Supermarket,21-03-2025
1589,Anita Sharma,Nagpur,Maharashtra,Stationery,6,520,397,123,0.236,Debit Card,Local Store,03-01-2025
1179,Simran Sharma,Pune,Maharashtra,Grocery,6,336,280,56,0.167,Credit Card,Local Store,12-03-2025
2208,Ashok Reddy,Panchkula,Haryana,Grocery,3,150,127,23,0.151,Debit Card,Local Store,15-03-2025
2377,Simran Pillai,Noida,Uttar Pradesh,Electronics,1,5660,5003,657,0.116,UPI,Supermarket,02-01-2025
1390,Vikram Sharma,Agra,Uttar Pradesh,Grocery,7,359,295,64,0.178,UPI,Local Store,02-03-2025
1133,Vishal Kapoor,Jaipur,Rajasthan,Electronics,1,4280,3779,501,0.117,Debit Card,Mall Store,06-01-2025
2293,Preeti Singh,Mumbai,Maharashtra,Electronics,1,7980,7374,606,0.076,Cash,Mall Store,17-03-2025
2413,Swati Chopra,Vadodara,Gujarat,Grocery,9,600,527,73,0.121,Cash,Supermarket,23-03-2025
1571,Harsh Gupta,Amritsar,Punjab,Clothing,3,2720,2111,609,0.224,UPI,Mall Store,12-01-2025
1290,Ritu Bansal,Trivandrum,Kerala,Clothing,5,3570,2799,771,0.216,UPI,Supermarket,08-02-2025
1247,Kiran Agarwal,Indore,Madhya Pradesh,Clothing,6,4550,3308,1242,0.273,UPI,Mall Store,07-03-2025
1944,Ritu Gupta,Guwahati,Assam,Grocery,5,293,256,37,0.125,Cash,Mall Store,25-02-2025
1776,Nisha Verma,Noida,Uttar Pradesh,Grocery,3,109,94,15,0.138,UPI,Supermarket,02-02-2025
1553,Priya Verma,Sangli,Maharashtra,Grocery,8,620,515,105,0.169,Credit Card,Local Store,01-03-2025
1090,Meera Gupta,Patna,Bihar,Grocery,7,474,404,70,0.148,Credit Card,Local Store,14-03-2025
1193,Arjun Sharma,Kolkata,West Bengal,Stationery,10,740,627,113,0.153,Cash,Supermarket,09-01-2025
2017,Ritu Reddy,Rohtak,Haryana,Grocery,8,402,342,60,0.15,Cash,Supermarket,28-03-2025
2486,Preeti Saxena,Satara,Maharashtra,Stationery,4,355,274,81,0.227,Credit Card,Local Store,25-02-2025
2094,Nisha Saxena,Mangalore,Karnataka,Grocery,10,610,535,75,0.123,Credit Card,Supermarket,04-03-2025
1437,Vikram Mehta,Satara,Maharashtra,Grocery,7,590,519,71,0.121,UPI,Supermarket,07-01-2025
2125,Manish Singh,Mumbai,Maharashtra,Clothing,2,2780,1996,784,0.282,Cash,Mall Store,14-01-2025
1954,Rohit Malhotra,Satara,Maharashtra,Clothing,2,2670,2000,670,0.251,UPI,Supermarket,27-01-2025
1652,Sandeep Rao,Mumbai,Maharashtra,Clothing,6,7430,5773,1657,0.223,Cash,Local Store,13-02-2025
2245,Naveen Reddy,Guwahati,Assam,Clothing,5,3530,2602,928,0.263,Debit Card,Local Store,13-01-2025
1147,Shalini Kumar,Amritsar,Punjab,Grocery,8,332,278,54,0.162,Debit Card,Mall Store,14-03-2025
1119,Manoj Gupta,Bhubaneswar,Odisha,Electronics,2,24000,21792,2208,0.092,UPI,Local Store,04-02-2025
2011,Ajay Sharma,Siliguri,West Bengal,Electronics,1,12610,11273,1337,0.106,UPI,Mall Store,08-02-2025
2450,Harsh Verma,Siliguri,West Bengal,Grocery,7,422,379,43,0.102,Cash,Mall Store,17-02-2025
1534,Rahul Pillai,Ahmedabad,Gujarat,Stationery,8,366,288,78,0.212,Debit Card,Local Store,05-03-2025
1863,Harsh Bansal,Nagpur,Maharashtra,Clothing,6,8190,6110,2080,0.254,Cash,Local Store,28-03-2025
1803,Arjun Saxena,Nagpur,Maharashtra,Electronics,2,16670,15470,1200,0.072,Cash,Local Store,23-03-2025
1023,Ajay Chopra,Noida,Uttar Pradesh,Grocery,9,550,480,70,0.128,Cash,Mall Store,22-02-2025
2071,Divya Nair,Vadodara,Gujarat,Grocery,6,356,313,43,0.122,Debit Card,Mall Store,13-01-2025
2305,Amit Kumar,DEHRADUN,Uttarakhand,Electronics,2,19760,17883,1877,0.095,UPI,Mall Store,06-01-2025
2183,Rahul Sharma,Kolkata,West Bengal,Clothing,6,7050,4773,2277,0.323,UPI,Supermarket,18-03-2025
1898,Sandeep Bansal,Bengaluru,Karnataka,Stationery,5,365,305,60,0.164,Credit Card,Mall Store,17-01-2025
2368,Suresh Iyer,Chennai,Tamil Nadu,Grocery,6,276,242,34,0.122,UPI,Mall Store,24-02-2025
1027,Neha Kumar,Nashik,Maharashtra,Grocery,9,385,338,47,0.121,Cash,Supermarket,28-02-2025
1677,Rohit Patel,Bhopal,Madhya Pradesh,Clothing,5,2830,1899,931,0.329,Credit Card,Mall Store,31-03-2025
1015,Karan Rao,Siliguri,West Bengal,Grocery,4,137,114,23,0.17,Credit Card,Local Store,08-02-2025
1501,Divya Kapoor,Satara,Maharashtra,Stationery,4,354,282,72,0.202,UPI,Local Store,18-02-2025
2230,Ritu Kumar,VARANASI,Uttar Pradesh,Clothing,3,4690,3621,1069,0.228,UPI,Supermarket,28-02-2025
1888,Deepika Pillai,Hyderabad,Telangana,Clothing,5,3960,2752,1208,0.305,UPI,Mall Store,25-03-2025
1083,Karan Bansal,Indore,Madhya Pradesh,Clothing,5,6720,4879,1841,0.274,UPI,Mall Store,15-03-2025
1354,Ritu Chopra,Panipat,Haryana,Stationery,5,334,260,74,0.221,UPI,Supermarket,12-01-2025
2263,Vishal Yadav,Meerut,Uttar Pradesh,Stationery,9,730,583,147,0.201,UPI,Mall Store,23-01-2025
2420,Rohit Gupta,Chennai,Tamil Nadu,Electronics,2,19550,17966,1584,0.081,UPI,Mall Store,28-02-2025
2202,Gaurav Joshi,Trivandrum,Kerala,Clothing,6,4630,3459,1171,0.253,Cash,Supermarket,04-01-2025
1601,Rajesh Iyer,Trivandrum,Kerala,Clothing,4,4510,3495,1015,0.225,Debit Card,Mall Store,14-02-2025
1876,Naveen Mehta,Meerut,Uttar Pradesh,Clothing,3,4320,2920,1400,0.324,UPI,Supermarket,06-03-2025
1274,Nisha Kumar,Jaipur,Rajasthan,Stationery,5,351,290,61,0.174,Cash,Mall Store,21-03-2025
1913,Kavita Chopra,Varanasi,Uttar Pradesh,Grocery,4,255,228,27,0.104,Credit Card,Local Store,31-01-2025
1685,Vivek Saxena,Mumbai,Maharashtra,Grocery,4,167,149,18,0.11,UPI,Local Store,10-01-2025
2154,Shalini Agarwal,Bhubaneswar,Odisha,Grocery,7,281,245,36,0.129,Cash,Supermarket,25-02-2025
1467,Ashok Malhotra,Kota,Rajasthan,Stationery,8,660,497,163,0.247,UPI,Supermarket,07-01-2025
2385,Vishal Gupta,Bengaluru,Karnataka,Grocery,5,356,308,48,0.135,Cash,Mall Store,05-02-2025
2315,Ritu Agarwal,Bengaluru,Karnataka,Stationery,9,630,513,117,0.186,UPI,Mall Store,15-02-2025
1663,Sneha Nair,Bhubaneswar,Odisha,Stationery,8,550,443,107,0.195,UPI,Supermarket,04-01-2025
1939,Sanjay Gupta,Lucknow,Uttar Pradesh,Stationery,10,750,634,116,0.155,UPI,Mall Store,20-03-2025
1448,Suresh Pillai,Satara,Maharashtra,Electronics,1,4710,4404,306,0.065,Credit Card,Local Store,26-02-2025
1372,Ashok Iyer,Visakhapatnam,Andhra Pradesh,Stationery,5,400,333,67,0.168,Cash,Supermarket,17-03-2025
1558,Rahul Chopra,Guwahati,Assam,Grocery,6,321,268,53,0.164,Credit Card,Mall Store,12-03-2025
1855,Nisha Chopra,Pune,Maharashtra,Grocery,8,650,534,116,0.178,Cash,Supermarket,28-03-2025
1995,Gaurav Rao,Jaipur,Rajasthan,Clothing,4,2400,1718,682,0.284,Debit Card,Mall Store,25-01-2025
2308,Gaurav Patel,Satara,Maharashtra,Electronics,2,15940,14840,1100,0.069,,Mall Store,11-02-2025
1272,Divya Verma,Hyderabad,Telangana,Clothing,6,2820,1870,950,0.337,UPI,Mall Store,26-03-2025
1606,Kiran Verma,Rewa,Madhya Pradesh,Grocery,7,620,548,72,0.116,UPI,Mall Store,31-03-2025
1450,Suman Pillai,Delhi,Delhi,Clothing,6,3490,2289,1201,0.344,Credit Card,Supermarket,23-03-2025
2285,Divya Iyer,Noida,Uttar Pradesh,Grocery,3,145,128,17,0.119,UPI,Mall Store,12-01-2025
1524,Rahul Kumar,Pune,Maharashtra,Stationery,9,730,595,135,0.185,UPI,Mall Store,20-02-2025
1215,Karan Iyer,Siliguri,West Bengal,Electronics,1,6900,6320,580,0.084,UPI,Mall Store,14-03-2025
1345,Nisha Mehta,Gwalior,Madhya Pradesh,Grocery,4,212,182,30,0.14,Credit Card,Mall Store,07-03-2025
1839,Swati Iyer,Bhopal,Madhya Pradesh,Stationery,3,269,213,56,0.208,Credit Card,Supermarket,03-02-2025
2311,Payal Iyer,Agra,Uttar Pradesh,Electronics,1,7910,7127,783,0.099,Debit Card,Mall Store,20-01-2025
1148,Kavita Kumar,Siliguri,West Bengal,Clothing,2,1010,767,243,0.241,Credit Card,Mall Store,26-03-2025
2356,Vikram Joshi,Ratlam,Madhya Pradesh,Grocery,4,85,76,9,0.108,Debit Card,Supermarket,22-01-2025
2135,Suresh Patel,Jodhpur,Rajasthan,Electronics,1,7150,6292,858,0.12,Credit Card,Mall Store,03-01-2025
1724,Shalini Saxena,Guwahati,Assam,Stationery,10,850,719,131,0.154,UPI,Local Store,07-01-2025
1413,Naveen Agarwal,Rewa,Madhya Pradesh,Grocery,7,259,219,40,0.154,UPI,Mall Store,21-03-2025
1689,Sandeep Kumar,Agra,Uttar Pradesh,Electronics,2,20980,19658,1322,0.063,UPI,Local Store,03-02-2025
2350,Swati Gupta,Coimbatore,Tamil Nadu,Clothing,4,3330,2234,1096,0.329,Cash,Supermarket,10-01-2025
1784,Sandeep Reddy,Bilaspur,Chhattisgarh,Electronics,2,20270,18831,1439,0.071,Cash,Local Store,09-01-2025
1343,Sneha Singh,Delhi,Delhi,Clothing,2,1950,1511,439,0.225,Cash,Mall Store,14-02-2025
1948,Ajay Agarwal,Trivandrum,Kerala,Clothing,6,4150,2967,1183,0.285,Credit Card,Mall Store,12-02-2025
1748,Anita Kumar,Bhubaneswar,Odisha,Grocery,10,487,424,63,0.13,UPI,Local Store,06-02-2025
1174,Vishal Rao,Kota,Rajasthan,Stationery,6,461,355,106,0.23,UPI,Local Store,18-01-2025
1734,Ajay Singh,Hisar,Haryana,Electronics,1,2040,1848,192,0.094,Credit Card,Mall Store,02-01-2025
1378,Rekha Nair,Udaipur,Rajasthan,Clothing,6,5730,3988,1742,0.304,UPI,Local Store,20-03-2025
2037,Sandeep Singh,Rohtak,Haryana,Clothing,3,1600,1221,379,0.237,Cash,Local Store,22-01-2025
1739,Divya Verma,Indore,Madhya Pradesh,Electronics,2,27660,24977,2683,0.097,Cash,Mall Store,16-02-2025
1306,Nisha Malhotra,Delhi,Delhi,Clothing,3,2810,2130,680,0.242,Cash,Mall Store,09-01-2025
1544,Karan Iyer,Amritsar,Punjab,Electronics,2,26090,23977,2113,0.081,Debit Card,Supermarket,22-02-2025
2262,Amit Iyer,Bhopal,Madhya Pradesh,Electronics,2,16530,15257,1273,0.077,Cash,Mall Store,21-01-2025
1053,Amit Reddy,Rohtak,Haryana,Clothing,2,1390,1017,373,0.268,Cash,Mall Store,22-03-2025
1019,Kiran Saxena,Prayagraj,Uttar Pradesh,Stationery,6,311,242,69,0.221,Cash,Local Store,21-02-2025
1222,Payal Kapoor,Gurgaon,Haryana,Clothing,6,2040,1485,555,0.272,Credit Card,Mall Store,09-03-2025
2052,Kavita Yadav,Agra,Uttar Pradesh,Clothing,3,3060,2111,949,0.31,Cash,Mall Store,02-01-2025
2139,Ajay Saxena,Kanpur,Uttar Pradesh,Grocery,8,550,489,61,0.111,Credit Card,Supermarket,01-02-2025
1096,Preeti Patel,Varanasi,Uttar Pradesh,Grocery,4,152,125,27,0.178,Cash,Local Store,21-02-2025
1262,Divya Patel,Surat,Gujarat,Clothing,3,2650,2099,551,0.208,Credit Card,Mall Store,18-02-2025
2209,Vivek Gupta,Visakhapatnam,Andhra Pradesh,Stationery,3,126,96,30,0.24,Cash,Supermarket,09-03-2025
1180,Nisha Singh,VADODARA,Gujarat,Grocery,7,710,632,78,0.11,Cash,Mall Store,31-01-2025
1717,Rohit Singh,Bhubaneswar,Odisha,Stationery,9,650,502,148,0.228,UPI,Local Store,03-01-2025
2425,Alok Bansal,Agra,Uttar Pradesh,Clothing,5,2930,2224,706,0.241,UPI,Local Store,30-03-2025
1185,Shalini Gupta,Ahmedabad,Gujarat,Grocery,8,453,378,75,0.165,Cash,Local Store,23-01-2025
1468,Simran Agarwal,Visakhapatnam,Andhra Pradesh,Grocery,8,570,479,91,0.16,UPI,Mall Store,11-03-2025
1904,Harsh Gupta,Siliguri,West Bengal,Grocery,10,790,663,127,0.161,Debit Card,Mall Store,27-03-2025
1072,Divya Agarwal,Rajkot,Gujarat,Grocery,5,415,349,66,0.159,Cash,Supermarket,25-03-2025
2087,Naveen Sharma,Jaipur,Rajasthan,Electronics,1,11610,10855,755,0.065,Credit Card,Local Store,07-03-2025
1347,Vishal Sharma,Ahmedabad,Gujarat,Stationery,3,123,102,21,0.174,Debit Card,Mall Store,02-03-2025
1030,Pooja Kumar,Patna,Bihar,Clothing,3,2440,1803,637,0.261,Credit Card,Supermarket,14-03-2025
1797,Ashok Saxena,Dehradun,Uttarakhand,Grocery,7,416,364,52,0.126,UPI,Mall Store,04-01-2025
1158,Sneha Bansal,Kolhapur,Maharashtra,Clothing,6,6250,4581,1669,0.267,,Mall Store,14-03-2025
1933,Kiran Verma,Bengaluru,Karnataka,Grocery,7,268,222,46,0.173,UPI,Mall Store,10-03-2025
1659,Shalini Pillai,Hisar,Haryana,Grocery,3,189,163,26,0.138,UPI,Supermarket,28-03-2025
2331,Anjali Singh,Hisar,Haryana,Stationery,10,1010,832,178,0.176,Cash,Local Store,18-01-2025
1395,Ajay Kapoor,Jodhpur,Rajasthan,Electronics,1,12130,11111,1019,0.084,Debit Card,Mall Store,05-01-2025
1989,Sandeep Gupta,Rohtak,Haryana,Clothing,3,2500,1935,565,0.226,UPI,Mall Store,03-01-2025
2199,Manoj Mehta,Solapur,Maharashtra,Grocery,7,444,394,50,0.113,Credit Card,Local Store,27-01-2025
2064,Vivek Pillai,Hisar,Haryana,Grocery,10,339,286,53,0.156,Debit Card,Local Store,08-03-2025
1403,Divya Sharma,Ratlam,Madhya Pradesh,Clothing,4,3610,2718,892,0.247,Cash,Local Store,04-03-2025
1990,Anjali Pillai,Mangalore,Karnataka,Electronics,1,8090,7281,809,0.1,UPI,Mall Store,02-01-2025
1678,Sneha Agarwal,Ludhiana,Punjab,Electronics,2,28270,25924,2346,0.083,Credit Card,Supermarket,29-01-2025
1823,Ritu Joshi,Agra,Uttar Pradesh,Stationery,5,580,440,140,0.242,Cash,Supermarket,22-03-2025
1964,Nisha Chopra,Amritsar,Punjab,Clothing,4,4450,3378,1072,0.241,UPI,Supermarket,04-01-2025
1836,Preeti Patel,Delhi,Delhi,Electronics,2,17640,15558,2082,0.118,Cash,Mall Store,20-02-2025
2034,Rekha Malhotra,Mangalore,Karnataka,Clothing,2,2190,1638,552,0.252,Cash,Local Store,02-03-2025
2250,Gaurav Patel,Siliguri,West Bengal,Grocery,7,257,215,42,0.163,UPI,Mall Store,16-03-2025
1940,Neha Pillai,Lucknow,Uttar Pradesh,Grocery,9,464,403,61,0.132,UPI,Local Store,21-03-2025
2055,Amit Singh,Jodhpur,Rajasthan,Electronics,2,12150,10923,1227,0.101,UPI,Mall Store,23-01-2025
1692,Kiran Verma,Jaipur,Rajasthan,Stationery,8,750,566,184,0.246,Cash,Mall Store,25-02-2025
2216,Payal Chopra,Chennai,Tamil Nadu,Electronics,1,12370,11244,1126,0.091,Cash,Mall Store,31-01-2025
1335,Harsh Joshi,Vadodara,Gujarat,Stationery,3,269,206,63,0.235,UPI,Local Store,26-03-2025
1874,Ajay Kumar,Hyderabad,Telangana,Grocery,4,196,166,30,0.153,UPI,Supermarket,17-01-2025
1806,Sanjay Joshi,Ludhiana,Punjab,Clothing,5,4040,2828,1212,0.3,Credit Card,Supermarket,10-02-2025
1008,Sanjay Saxena,Chennai,Tamil Nadu,Grocery,6,429,381,48,0.113,Debit Card,Supermarket,18-02-2025
1518,Anita Kapoor,Meerut,Uttar Pradesh,Clothing,5,3030,2091,939,0.31,UPI,Supermarket,26-03-2025
1198,Sandeep Patel,Guwahati,Assam,Clothing,4,3780,2646,1134,0.3,UPI,Mall Store,09-01-2025
1297,Gaurav Pillai,Ahmedabad,Gujarat,Clothing,4,4680,3253,1427,0.305,Debit Card,Mall Store,10-03-2025
2103,Divya Kapoor,Gwalior,Madhya Pradesh,Clothing,3,4580,3215,1365,0.298,UPI,Mall Store,27-01-2025
2343,Swati Mehta,Lucknow,Uttar Pradesh,Grocery,6,399,348,51,0.127,Credit Card,Supermarket,06-01-2025
1123,Suman Nair,Hyderabad,Telangana,Grocery,4,324,275,49,0.151,UPI,Local Store,01-03-2025
1379,Payal Kumar,Nashik,Maharashtra,Grocery,7,650,578,72,0.11,Debit Card,Local Store,01-01-2025
2063,Manish Kumar,Prayagraj,Uttar Pradesh,Stationery,3,279,230,49,0.175,Credit Card,Local Store,06-01-2025
2320,Arjun Patel,Bhopal,Madhya Pradesh,Electronics,2,14690,13015,1675,0.114,Cash,Supermarket,15-02-2025
2201,Naveen Iyer,Chennai,Tamil Nadu,Clothing,5,4690,3635,1055,0.225,UPI,Local Store,05-01-2025
1163,Shalini Patel,Ludhiana,Punjab,Clothing,2,2500,1908,592,0.237,Credit Card,Local Store,26-02-2025
1125,Manish Gupta,Nashik,Maharashtra,Electronics,2,20110,18200,1910,0.095,Cash,Local Store,20-01-2025
1552,Ashok Joshi,Gurgaon,Haryana,Grocery,7,404,349,55,0.135,Cash,Supermarket,17-01-2025
1005,Harsh Mehta,Guwahati,Assam,Grocery,10,560,480,80,0.143,UPI,Supermarket,18-02-2025
1916,Suman Gupta,Nagpur,Maharashtra,Electronics,2,17950,16783,1167,0.065,Cash,Mall Store,23-03-2025
1959,Simran Patel,Kanpur,Uttar Pradesh,Electronics,2,19990,18191,1799,0.09,Cash,Supermarket,01-03-2025
2286,Manish Kapoor,Ahmedabad,Gujarat,Stationery,3,130,99,31,0.237,UPI,Local Store,01-02-2025
1612,Suresh Gupta,Ratlam,Madhya Pradesh,Stationery,5,344,289,55,0.159,Cash,Mall Store,18-02-2025
1288,Pooja Pillai,Jodhpur,Rajasthan,Electronics,1,10060,9044,1016,0.101,UPI,Supermarket,22-01-2025
1957,Amit Saxena,Kochi,Kerala,Grocery,7,456,382,74,0.163,Cash,Supermarket,11-02-2025
1249,Swati Mehta,Coimbatore,Tamil Nadu,Grocery,6,520,444,76,0.146,Cash,Mall Store,06-01-2025
2136,Rohit Singh,Lucknow,Uttar Pradesh,Stationery,8,710,543,167,0.235,UPI,Supermarket,18-01-2025
1909,Priya Mehta,Bhubaneswar,Odisha,Grocery,10,700,625,75,0.107,Credit Card,Mall Store,10-03-2025
1507,Vivek Patel,Agra,Uttar Pradesh,Electronics,2,11850,10523,1327,0.112,Credit Card,Supermarket,22-01-2025
1357,Rajesh Malhotra,Gorakhpur,Uttar Pradesh,Clothing,4,3580,2692,888,0.248,Debit Card,Supermarket,04-02-2025
1353,Rahul Nair,Delhi,Delhi,Clothing,5,5790,3897,1893,0.327,Credit Card,Supermarket,09-02-2025
1845,Kavita Singh,Meerut,Uttar Pradesh,Grocery,7,437,387,50,0.114,Cash,Mall Store,22-01-2025
1837,Nisha Saxena,Rewa,Madhya Pradesh,Grocery,3,250,224,26,0.104,UPI,Mall Store,31-01-2025
1947,Neha Chopra,Meerut,Uttar Pradesh,Grocery,6,223,189,34,0.151,UPI,Local Store,26-01-2025
1668,Alok Bansal,Indore,Madhya Pradesh,Clothing,5,6760,5077,1683,0.249,UPI,Local Store,13-01-2025
1887,Rajesh Iyer,Delhi,Delhi,Clothing,6,6450,4567,1883,0.292,Credit Card,Mall Store,19-01-2025
2258,Sandeep Saxena,Indore,Madhya Pradesh,Electronics,1,9470,8798,672,0.071,Credit Card,Supermarket,26-03-2025
1334,Nisha Nair,Bhubaneswar,Odisha,Grocery,7,349,296,53,0.152,Credit Card,Mall Store,01-02-2025
1154,Rajesh Kumar,Guwahati,Assam,Stationery,10,750,575,175,0.233,Cash,Supermarket,16-02-2025
1788,Payal Kapoor,Chandigarh,Chandigarh,Clothing,5,5190,3877,1313,0.253,Credit Card,Mall Store,27-03-2025
1502,Swati Iyer,Coimbatore,Tamil Nadu,Stationery,10,1080,833,247,0.229,Debit Card,Supermarket,19-03-2025
1722,Manish Rao,Gurgaon,Haryana,Electronics,1,2010,1855,155,0.077,UPI,Supermarket,25-01-2025
1374,Rekha Pillai,Nagpur,Maharashtra,Grocery,3,223,199,24,0.107,UPI,Mall Store,30-01-2025
1591,Divya Kapoor,Jodhpur,Rajasthan,Grocery,7,428,382,46,0.107,UPI,Mall Store,21-02-2025
1313,Rekha Chopra,Rajkot,Gujarat,Clothing,5,5740,4448,1292,0.225,Cash,Supermarket,14-03-2025
1043,Preeti Iyer,Nagpur,Maharashtra,Clothing,3,2600,1994,606,0.233,UPI,Supermarket,26-03-2025
2167,Nisha Mehta,Rewa,Madhya Pradesh,Clothing,2,2630,2049,581,0.221,UPI,Mall Store,05-02-2025
1646,Sneha Yadav,Ratlam,Madhya Pradesh,Clothing,5,4090,2712,1378,0.337,Credit Card,Mall Store,05-01-2025
2281,Simran Patel,Bilaspur,Chhattisgarh,Electronics,1,8470,7826,644,0.076,Credit Card,Supermarket,06-01-2025
1972,Rahul Bansal,Guwahati,Assam,Clothing,4,2780,2082,698,0.251,Cash,Mall Store,23-02-2025
2318,Gaurav Rao,Kolkata,West Bengal,Electronics,1,6930,6140,790,0.114,UPI,Supermarket,28-02-2025
1523,Kiran Joshi,Noida,Uttar Pradesh,Grocery,6,300,255,45,0.149,UPI,Supermarket,28-03-2025
2221,Sandeep Saxena,Ludhiana,Punjab,Grocery,9,380,336,44,0.115,Cash,Mall Store,05-02-2025
1763,Anita Kapoor,Nagpur,Maharashtra,Electronics,2,33920,31444,2476,0.073,UPI,Supermarket,01-01-2025
2275,Sandeep Chopra,Chennai,Tamil Nadu,Electronics,1,12250,11098,1152,0.094,UPI,Local Store,17-01-2025
2127,Ashok Singh,Panipat,Haryana,Grocery,4,258,228,30,0.118,Credit Card,Mall Store,06-02-2025
1705,Sanjay Pillai,Gurgaon,Haryana,Grocery,10,367,327,40,0.11,UPI,Local Store,10-03-2025
2282,Suresh Iyer,Prayagraj,Uttar Pradesh,Electronics,1,7470,7014,456,0.061,Cash,Supermarket,08-01-2025
2351,Gaurav Sharma,Delhi,Delhi,Clothing,6,3290,2333,957,0.291,Credit Card,Supermarket,20-01-2025
1945,Naveen Joshi,Kochi,Kerala,Stationery,5,530,443,87,0.165,UPI,Mall Store,09-02-2025
1169,Deepika Nair,Vadodara,Gujarat,Electronics,1,7140,6283,857,0.12,Cash,Supermarket,20-01-2025
1361,Neha Joshi,Rewa,Madhya Pradesh,Clothing,3,3170,2520,650,0.205,Credit Card,Local Store,21-02-2025
2019,Arjun Sharma,Indore,Madhya Pradesh,Clothing,5,4020,2975,1045,0.26,UPI,Local Store,17-03-2025
2491,Amit Gupta,Surat,Gujarat,Grocery,4,207,181,26,0.126,Cash,Local Store,10-02-2025
1744,Sneha Joshi,Patna,Bihar,Grocery,7,423,377,46,0.109,Debit Card,Mall Store,19-01-2025
1273,Suman Chopra,Delhi,Delhi,Grocery,7,540,463,77,0.143,Cash,Supermarket,06-02-2025
1520,Arjun Malhotra,Chennai,Tamil Nadu,Grocery,4,285,238,47,0.166,Credit Card,Local Store,02-03-2025
1815,Pooja Malhotra,Visakhapatnam,Andhra Pradesh,Clothing,3,3630,2777,853,0.235,Debit Card,Mall Store,15-03-2025
1819,Anjali Nair,Surat,Gujarat,Electronics,1,8290,7312,978,0.118,Cash,Mall Store,19-01-2025
1735,Deepika Gupta,Meerut,Uttar Pradesh,Grocery,4,302,271,31,0.101,Cash,Supermarket,27-03-2025
2417,Rekha Agarwal,Amritsar,Punjab,Grocery,8,487,429,58,0.12,Cash,Mall Store,13-02-2025
2453,Anita Gupta,Kochi,Kerala,Grocery,8,510,429,81,0.158,Credit Card,Mall Store,08-03-2025
2171,Payal Saxena,Kolkata,West Bengal,Grocery,8,570,512,58,0.101,Credit Card,Local Store,28-02-2025
2493,Sandeep Singh,Visakhapatnam,Andhra Pradesh,Stationery,3,176,142,34,0.194,Credit Card,Mall Store,27-01-2025
2122,Rahul Verma,Bhopal,Madhya Pradesh,Grocery,4,311,273,38,0.121,Cash,Mall Store,22-03-2025
1129,Shalini Reddy,Bhopal,Madhya Pradesh,Clothing,3,2790,2204,586,0.21,UPI,Supermarket,12-03-2025
1999,Alok Kumar,Rewa,Madhya Pradesh,Stationery,8,469,353,116,0.248,Debit Card,Mall Store,31-03-2025
2342,Gaurav Verma,Bilaspur,Chhattisgarh,Clothing,4,3600,2516,1084,0.301,Credit Card,Mall Store,22-02-2025
1545,Harsh Yadav,Panchkula,Haryana,Electronics,1,50,44,6,0.119,Cash,Mall Store,06-02-2025
1380,Swati Kapoor,Ahmedabad,Gujarat,Grocery,8,383,316,67,0.174,Credit Card,Supermarket,20-03-2025
1204,Anita Kumar,Kanpur,Uttar Pradesh,Grocery,6,455,397,58,0.128,Cash,Local Store,08-03-2025
1344,Karan Kumar,Amritsar,Punjab,Grocery,7,367,309,58,0.159,UPI,Local Store,16-01-2025
2472,Anita Iyer,Kolkata,West Bengal,Grocery,8,407,339,68,0.166,Credit Card,Mall Store,10-02-2025
2402,Shalini Verma,Pune,Maharashtra,Grocery,5,340,284,56,0.164,Credit Card,Mall Store,28-02-2025
1519,Arjun Singh,Agra,Uttar Pradesh,Electronics,2,16700,14896,1804,0.108,Cash,Mall Store,20-03-2025
1489,Rekha Nair,Meerut,Uttar Pradesh,Grocery,6,510,455,55,0.108,UPI,Supermarket,21-03-2025
2484,Priya Kapoor,Prayagraj,Uttar Pradesh,Stationery,8,496,382,114,0.229,UPI,Supermarket,04-03-2025
1918,Amit Sharma,Coimbatore,Tamil Nadu,Electronics,2,17310,15596,1714,0.099,Debit Card,Supermarket,22-01-2025
1233,Rohit Sharma,Bilaspur,Chhattisgarh,Stationery,5,355,287,68,0.191,UPI,Mall Store,02-03-2025
1795,Nisha Gupta,Nagpur,Maharashtra,Clothing,5,2880,1973,907,0.315,Cash,Mall Store,14-03-2025
